Time,Data
0,-0.032864895030418
0.014242424242424,-0.046414251530935
0.028484848484849,-0.058546306172072
0.042727272727273,-0.067515857109821
0.056969696969697,-0.073072598871072
0.071212121212121,-0.076883260704559
0.085454545454546,-0.082146846858282
0.09969696969697,-0.091706850264141
0.113939393939394,-0.106817993530152
0.128181818181818,-0.126789796369316
0.142424242424242,-0.150103286700127
0.156666666666667,-0.174798432936292
0.170909090909091,-0.200378825604128
0.185151515151515,-0.225976082599798
0.199393939393939,-0.25046646919166
0.213636363636364,-0.272669550007702
0.227878787878788,-0.292410627060878
0.242121212121212,-0.309508076565284
0.256363636363636,-0.324367232524654
0.270606060606061,-0.339021836912383
0.284848484848485,-0.355366453612033
0.299090909090909,-0.374253224783677
0.313333333333333,-0.393826338609543
0.327575757575758,-0.411991706117768
0.341818181818182,-0.429172509475342
0.356060606060606,-0.447270630131789
0.37030303030303,-0.467183087257437
0.384545454545454,-0.488006559250861
0.398787878787879,-0.507806928601329
0.413030303030303,-0.525517247461259
0.427272727272727,-0.540366399208214
0.441515151515151,-0.553246041751105
0.455757575757576,-0.565503008178635
0.47,-0.57793587302934
0.484242424242424,-0.590522989327472
0.498484848484848,-0.602229175937738
0.512727272727273,-0.612126073697403
0.526969696969697,-0.62052090866284
0.541212121212121,-0.628364903088464
0.555454545454545,-0.635676737401858
0.56969696969697,-0.64255586571332
0.583939393939394,-0.648208810911122
0.598181818181818,-0.6525443193852
0.612424242424242,-0.655490467385941
0.626666666666667,-0.656908712701329
0.640909090909091,-0.656040137905022
0.655151515151515,-0.651808387621264
0.669393939393939,-0.64322248727715
0.683636363636364,-0.629309018099242
0.697878787878788,-0.609466460464335
0.712121212121212,-0.584138888652034
0.726363636363636,-0.55471469518559
0.740606060606061,-0.522930042154467
0.754848484848485,-0.489874154388529
0.769090909090909,-0.456726685946467
0.783333333333333,-0.42328716817549
0.797575757575758,-0.389148734684633
0.811818181818182,-0.352572933145529
0.826060606060606,-0.313858686049135
0.84030303030303,-0.27346950499473
0.854545454545455,-0.232464560736649
0.868787878787879,-0.191575168027899
0.883030303030303,-0.152042965195517
0.897272727272727,-0.114825709379083
0.911515151515152,-0.080560642411099
0.925757575757576,-0.048907706854754
0.94,-0.019456934513132
0.954242424242424,0.008217978067464
0.968484848484848,0.034012266205476
0.982727272727273,0.057171356309895
0.996969696969697,0.077249700716187
1.01121212121212,0.094182060752396
1.02545454545455,0.108383332571269
1.03969696969697,0.1204592515681
1.05393939393939,0.131308933504596
1.06818181818182,0.141611770784652
1.08242424242424,0.151372243490382
1.09666666666667,0.160260403640033
1.11090909090909,0.167909361168837
1.12515151515152,0.174529910254354
1.13939393939394,0.180397392466544
1.15363636363636,0.185698745977614
1.16787878787879,0.189969871575229
1.18212121212121,0.192961018277682
1.19636363636364,0.194765465457007
1.21060606060606,0.195857393099934
1.22484848484848,0.196718960568176
1.23909090909091,0.197487808172372
1.25333333333333,0.198312781703316
1.26757575757576,0.199469961721114
1.28181818181818,0.200689468654346
1.29606060606061,0.201542448756259
1.31030303030303,0.201662178258881
1.32454545454545,0.201039985697886
1.33878787878788,0.199993262944349
1.3530303030303,0.198752793099368
1.36727272727273,0.19759374969927
1.38151515151515,0.196421925478533
1.39575757575758,0.195064976676548
1.41,0.193447307456727
